,Label,Msg
9663,ham,""" Identifying and understanding the primary and secondary trends is important because it can help make better decisions about when to enter or exit a position. For example, if the primary trend is bullish (upward) but the secondary trend experiences a brief pullback (downward correction), traders can take advantage of the opportunity to purchase the asset at a lower price in anticipation that the primary trend will continue to move upward in the long term. On the other hand, if the primary trend is bearish (downward) but there is a brief upward correction in the secondary trend, the trader can use this opportunity to sell the asset at a higher price, as the primary trend is expected to continue to move downward in the long term"""
9664,ham,"Network disconnected, will join in few minutes"
9665,ham,I will be joining late today by 30 mins
9666,spam,Your WYNK Premium subscription is expiring. To enjoy ad-free music on WYNK for 28 days & 5GB till existing pack validity recharge with Rs98. i.airtel.in/RechargeNow
9667,spam,Surprise! You've got 2GB FREE data. Claim it on Airtel Thanks App before it's gone. Valid on first time download only. i.airtel.in/2GB_FR
9668,ham,To complete the windows update
9669,spam,Did you know that Health Insurance premium can now be paid on EMI basis? To know more click https://fdrl.in/t/ZYK3Rw - Federal Bank
9670,ham,Both
9671,ham,Ok cool
9672,spam,Have you tried Dunzo Daily yet? Enjoy up to 50% OFF on a wide range of groceries with FREE delivery in 19 min. T&C apply. https://dunzo.onelink.me/jWqC/home
9673,spam,Rs.250 credited as FREE UNLIMITED Cash Points in your account to shop at UNLIMITED Fashion Store. Valid till 22nd Aug 2021. TnC
9674,ham,+916232014309.vcf (file attached)
9675,spam,"(Kartik) Amazon urgently recruiting for part-time jobs, daily salary 1000-7000rs CLICK JOINING: wa.me/917993184064"
9676,spam,The person you were calling at 05:30 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt
9677,spam,The person you were calling at 13:55 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt
9678,ham,"If it weren't for the XAI International Securities Trading Competition, I don't think we would be here. I have made all preparations to win this competition."
9679,spam,"The Beekeeper is LIVE on Airtel Xstream Play Enjoy access to 20+ OTTs, including LionsgatePlay, Sony LIV, Eros Now, Hoichoi, Chaupal and more. Watch now at No Extra Cost - open.airtelxstream.in/Sunnxt_Free_30days"
9680,ham,Hi team
9681,spam,Cloudnine administrator has assigned 6 courses to you. These courses need to be completed by 05-03-2021. Please click on the link to start your training https://cloudnine.ipchealth.in/dashboard
9682,ham,"It's okay too, bonds are stable, low-risk, and can offer decent returns"
9683,ham,Laptop monitor not working
9684,ham,?GIF omitted
9685,ham,Ã°ÂÂÂ°Market view
9686,ham,Hi team follow this book to make u r self families with switching
9687,ham,I look forward to your continued stock recommendations.
9688,ham,Is there any small hole on touchpad?
9689,ham,Ty
9690,ham,The week has ended with a small profit
9691,ham,Okay IÃ¢ÂÂve seen it
9692,ham,A- Identify the trend and level of Fibonacci retracement level.
9693,ham,"Ã¢ÂÂAlthough Nifty and Sensex rose sharply, there was no significant increase in trading volume today, which means that today's rebound is due to institutional investors reducing their selling of large-cap stocks and blue-chip stocks, rather than a large number of investors buying"
9694,ham,I believe you can lead us to victory.
9695,spam,?? ????????????????? ????? ??????!!! 359 ??????? ???? ????????? 2GB ?????? +???? ????? 28 ????? ???????.??????? ???????. Click http://bit.ly/ViRC20
9696,ham,????
9697,ham,Joined.
9698,ham,That concludes our evening review. Last week I shared with you how to use moving averages. I believe everyone now has a good understanding of moving averages. Tonight I will be sharing what trends are.
9699,ham,"Often, itÃ¢ÂÂs not enough to focus on just one aspect to judge the market. Sometimes, even if the news is positive, the market may not perform well"
9700,ham,Yes
9701,ham,I will be joining late today by 9
9702,ham,The IT sector is set to start rebounding today
9703,spam,LAST DAY Rs.250 credited as unconditional FREE UNLIMITED Cash Points in your account to shop at UNLIMITED Fashion Store. Hurry!Click bit.ly/3wBGIWk for TnC
9704,ham,I just now able to call or do anything
9705,ham,""" Good evening, investors. ItÃ¢ÂÂs time for our evening review. First, let me share todayÃ¢ÂÂs market situation with you."""
9706,spam,"Weekend Deals @SMART Point Store,B2G1 Parle Krackjack/Monaco 800g,Rs 30 OFF Pears Pure&Gentle Soap 125gX3,Date Crown Fard 500g Rs 185,Click bit.ly/2Pt4boF T&C"
9707,ham,Failure is the key to success
9708,ham,+916232014309.vcf (file attached)
9709,ham,Okay
9710,spam,Catch this year's biggest T20 event LIVE! 1yr Disney+ Hotstar VIP subscription@Rs401.Also get 3GB/D+16GB & Unlimited Calls for 28D.Click bit.ly/Vi-HSVIP
9711,ham,?GIF omitted
9712,ham,"The holiday is coming to an end. Anyway, there is still one trading day left this week, so I must help everyone make plans and arrangements. Even on vacation, I still haven't forgotten my responsibilities. I am responsible for the interests of all membersÃ°ÂÂ¤Â"
9713,ham,This knowledge is extremely useful
9714,ham,Yes
9715,ham,""" It's uncertain whether we can hold above 24,400 points today"""
9716,ham,Tomorrow is Independence Day let's hope the market is kind to us todayÃ°ÂÂÂÃ°ÂÂÂ
9717,ham,Is it working for u kk? On mobile
9718,ham,Yes it has confirmed that the inflation issue is being addressed
9719,spam,"Hi Jithu, Celebrate your Birthday at shoppersstop.com Click bit.ly/SSLBd Use code HB03 & get Rs.250 off on shopping of Rs.2500. T&C"
9720,ham,""" Recently, the easing of price pressures in the U.S. has bolstered the confidence of Federal Reserve officials in considering rate cuts. At the same time, they have refocused on the labor market, which is showing more signs of slowing down. Atlanta Fed President Raphael Bostic stated on Tuesday that recent economic data has given him """"more confidence"""" that the Fed can bring the inflation rate back to its 2% target, but he would like to see """"a bit more data"""" before he is ready to support a rate cut."""
9721,spam,Redcliffe Labs: Healthy India Ki Trusted Lab Book your Health Checkup for only Rs 399/- 81 Parameters Free On-Demand Doctor Consultation Call: 9953594410
9722,ham,That includes myself
9723,spam,Worried about home security while you're away? Get Airtel Xsafe with real-time alerts for person/motion detection. Book now to enjoy FREE installation and travel worry-free! i.airtel.in/PreEye
9724,ham,Team
9725,ham,Good ??
9726,ham,"Hi Team,"
9727,ham,Logged in with desktop now
9728,ham,Thanks kk
9729,spam,Want Unlimited high speed data? Join Vi Postpaid on Entertainment plus 699 plan to enjoy unlimited high speed data & calls with 1 year subscription of Amazon prime and Diney+Hotstar VIP.To know more walk-in to nearest Vi store or give us a call to 97451 97450.You can also order online click http://bit.ly/3amKf1E
9730,spam,FLAT Rs40 CASHBACK on Bill Payments of Rs80 and above. Download Airtel Thanks App and open your Airtel Money Wallet. Click i.airtel.in/walletB
9731,spam,"Mic Drop Offer- only for 24 hours! Wynk Premium now @Rs 99 for 3 months. Get unlimited downloads, Hello Tunes & ad-free music. Get now https://open.wynk.in/pae1"
9732,ham,"Yes, some of you may have guessed it. This is one of the three strong stocks that I recommended before that meet the MACD and Bollinger Bands buying techniques. It is also a low-priced stock with a relatively small market value. This afternoon, the stock price has begun to rise, which is a strong buy signalÃ¢ÂÂ"
9733,ham,If they insist on waiting until the inflation rate drops to 2% before cutting rates it's basically like saying they won't be cutting rates at all.
9734,ham,""" In our Domestic market, it is still a time full of vitality and opportunities. I firmly believe that India holds huge potential whether in the field of investment or the real economy. Although the competitive environment we face is extremely fierce, it is precisely these challenges that inspire the passion and belief in our hearts."""
9735,ham,But what trends do investors want to make money on?
9736,spam,"Were committed to keep you connected. If you need immediate assistance, you can quickly access 24/7 support, simply click wa.me/919654297000?text=Hi"
9737,ham,??Useful during home quarantine
9738,ham,Remove the battery and connect back
9739,ham,Pls look in to it ASAP
9740,ham,??
9741,spam,"Biggest Dhanteras Offers@ VISHAL Pressure Cooker 5L(Mrp1549) 50%OFF- Rs775 ONLY TODAY + FREE-VIP Trolley,Duffle Bag + 7.5% SBI Cashback TnC"
9742,ham,live location shared
9743,ham,I have sent bro
9744,ham,We look forward to the professor continuing to guide us in trading stocks
9745,ham,"The underlying logic of the DIF (Difference) is that the short-term Exponential Moving Average (EMA) reflects the current price trend, while the long-term EMA reflects earlier price trends. Therefore, if there is a significant gap between these two EMAs, it indicates that the market is trending either upwards or downwards. The MACD Histogram oscillating near the zero line indicates the strength of the trend"
9746,spam,LET SAVING WIN THIS DASARA@STAR BAZAAR!!! Onion@21/Kg Banana@30/Kg Star Sunflower oil 1L@154 Star Chakki Atta 10Kg @365 SBI Bank offers: Credit Card: 5% CASHBACK on shopping Rs 2000 Debit Card: 5% INSTANT DISCOUNT on Rs 3000 T&C
9747,ham,Transaction completed. IÃ¢ÂÂm waiting for your next trading advice
9748,spam,"FREE ENTERTAINMENT ALERT! Watch No Time to Die on Prime Video Mobile Edition. Claim 30 days trial, One time offer. TnC Click u.airtel.in/PVME"
9749,spam,"Unfold your world! Pre-book the Galaxy Z Fold3 | Flip3 5G, get upto Rs7000 cashback or Upgrade Bonus & Free 1 yr Samsung care+.TnC. rml.fm/eZ5otpaa - Samsung"
9750,ham,"Hi team , today I will join at 3"
9751,ham,This was recommended by the Professor last week. I sold it at 530.35 and have now bought it back.
9752,ham,Hi team
9753,ham,I made a 15% profit Thank you Professor
9754,ham,Around 2.00 pm I will be join
9755,ham,Left top or right top corner
9756,spam,Now put latest songs as HelloTunes for FREE with Wynk Premium! Download Wynk App today & listen to 15 million+ songs. To download wynk.in/WynkAcqSMS2
9757,ham,""" Basically, 2 types of entry can be taken after a Fibonacci retracement"""
9758,spam,"Its MY SALE MY WAY at shoppersstop.com Enjoy upto 50% OFF + Use Code ATV25 & get Rs.250 off on Rs.2500 & Rs.500 off on Rs.4000 Click bit.ly/SS_com to shop for your favourite brands in Apparel, Footwear & Accessories + Get offers on First Citizen Citi credit card & HDFC Bank cards bit.ly/SSEssTC T&C apply"
9759,ham,Stay calm and don't let your emotions get in the way and miss out on rebound opportunities
9760,ham,Apollo Tyres has experienced a significant drop. What should I do? Please help me out
9761,ham,1. The market will underestimate everything
9762,ham,3. History tends to repeat itself
9763,ham,Rebooting
9764,ham,"Plz, ty"
9765,spam,"DRUM ROLLS! Announcing Shoppers Stop Exclusive Brand Fest from 2-8 Sept only on shoppersstop.com Click bit.ly/SS_HsH & get Upto 60% OFF on Homeware by IVY, FERN, TREASURES, BACK TO EARTH & more Also get EXTRA 10% OFF on shopping of Rs.2500. T&C apply"
9766,ham,Looking forward to your sharing
9767,spam,Don't miss to get 500 BONUS POINTS on shopping of Rs.3500 in a bill. Visit Shoppers Stop Bannerghatta NOW! For details click bit.ly/SSbnpts .T&C
9768,ham,Both the S&P 500 and NASDAQ have recorded four consecutive weeks of decline
9769,ham,The broad rally in the US stock market should be a positive sign for us
9770,ham,BAU daily call scheduled at 2pm
9771,ham,"From the chart pattern, in the 1H chart pattern, Nifty not only broke through the middle track resistance of the Bollinger Band (24,240 points), but also adjusted slightly this morning, retested the middle track of the Bollinger Band and reboundedÃ°ÂÂÂ"
9772,ham,Sorry
9773,ham,As long as the tech stocks remain stable there's no need to worry
9774,ham,Ã°ÂÂÂTrading records on August 14
9775,ham,"Night also we tried to create hpsm ticket , now I remembered the option ??"
9776,ham,Will join in 5 mins
9777,spam,"Thank you for being a valued STYLE UNION customer. Hope you are happy with your purchase. To view your E-Receipt, Click http://bl1.in/DRpmxpffaa STYLUN"
9778,spam,NIBEDITAA PAAL is all set to rule latest fashion trends at Biggest Styling Festival-SStyled by Shoppers Stop. Click bit.ly/SSPSNb to follow us on Insta and ask
9779,ham,I requested everyone to join all 3 shift people
9780,ham,"ThatÃ¢ÂÂs all for todayÃ¢ÂÂs technical sharing. If anyone has any questions, feel free to message me privately. If IÃ¢ÂÂm unable to respond immediately, you can also discuss in the group. There are many experienced friends in the group who have been investing in the stock market for years and can offer valuable insights. See you all tomorrow!"
9781,ham,"The content shared by the assistant yesterday was quite good. When the professor teaches the technical aspects, it shouldnÃ¢ÂÂt be too difficult, right"
9782,spam,"Vouchers worth Rs25000 are now yours! To enter the contest, set your Hellotune & stand a chance to be amongst the 3 lucky winners. To know more, click open.wynk.in/rakshabandhan"
9783,ham,K
9784,ham,Me and ram reddy
9785,ham,"In India's long bull market, there will always be adjustments, which may last for 2-4 weeks, and we may have reduced profits or even floating lossesÃ°ÂÂÂ"
